1755284.0;GAINSCO INC.;3333 LEE PKWY STE 1200;DALLAS;TX;40;1;true;1.0;1.0
1346574.0;GAMPPER GROUP;5811 VANDERBILT;DALLAS;TX;41;1;true;1.0;1.0
1364841.0;GANNETT INC;3131 TURTLE CREEK BLVD # 1010;DALLAS;TX;42;1;true;1.0;1.0
1362441.0;GART SPORTS;1050 W. HAMPDEN AVE.;DENVER;CO;43;1;true;1.0;1.0
1750239.0;GANNON UNIVERSITY;109 UNIVERSITY SQ;ERIE;PA;44;1;true;1.0;1.0
1246096.0;GDI-THE GOALTENDER DEVELOPMENT;12901 HUTTON DR;FARMERS BRANCH;TX;45;1;true;1.0;1.0
1364463.0;GE CARD SERVICES;221 NE AVE;FAYETTEVILLE;AR;46;1;true;1.0;1.0
1358318.0;GARLICH PRINTING;525 RUDDER ROAD;FENTON;MO;47;1;true;1.0;1.0
1243073.0;GALLERIA COLLECTION INC;945 E LAS OLAS BLVD;FORT LAUDERDALE;FL;48;1;true;1.0;1.0
1357942.0;GCG ADVERTISING;1612 SUMMIT AVE;FORT WORTH;TX;49;1;true;1.0;1.0
1753031.0;GARNET HILL;231 MAIN ST;FRANCONIA;NH;50;1;true;1.0;1.0
1246072.0;GADSDEN TIMES INC. THE;P.O. BOX 188;GADSDEN;AL;51;1;true;1.0;1.0
1359361.0;GAINESVILLE TIMES;P.O. BOX 838;GAINESVILLE;GA;52;1;true;1.0;1.0
1238927.0;GALT HERALD THE (APS);PO BOX 307;GALT;CA;53;1;true;1.0;1.0
1238376.0;GALVESTON COUNTY DAILY NEW  (APS);8522 TEICHMAN RD;GALVESTON;TX;54;1;true;1.0;1.0
1364762.0;GARDEN CITY HOSPITAL FOUNDATION;6245 INKSTER RD;GARDEN CITY;MI;55;1;true;1.0;1.0
1238072.0;GARDEN CITY TELEGRAM THE (APS);310 NORTH 7TH STREET;GARDEN CITY;KS;56;1;true;1.0;1.0
1236900.0;GASTON GAZETTE THE (APS);PO BOX 1538;GASTONIA;NC;57;1;true;1.0;1.0
1361236.0;GAMBRO HEALTHCARE;16200 TABLE MOUNTAIN PKWY;GOLDEN;CO;58;1;true;1.0;1.0
1364675.0;GATEWAY PACKAGING COMPANY;20 CENTRAL INDUSTRIAL DR.;GRANITE CITY;IL;59;1;true;1.0;1.0
1364840.0;GAMESTOP CORP;;GRAPEVINE;TX;61;1;true;1.0;1.0
1750740.0;GameStop Corp.;625 Westport Pkwy.;Grapevine;TX;62;1;true;1.0;1.0
1243676.0;GARDNER OIL COMPANY  INC;110 CRACKER BOX LN;HOT SPRINGS;AR;63;1;true;1.0;1.0
1361465.0;GARDEN RIDGE;19411 ATRIUM PLACE  SUITE 170;HOUSTON;TX;65;1;true;1.0;1.0
1339102.0;GARDEN RIDGE L P - PRE - PETITION;19411 ATRIUM PLACE STE 170;HOUSTON;TX;67;1;true;1.0;1.0
1344834.0;ACME FOOD INC--HYATTSVILLE;6300 SHERIFF RD;HYATTSVILLE;MD;68;1;true;1.0;1.0
1343350.0;GAGE MARKETING GROUP LLC;4701 KARMAN AVE;IRVINE;CA;69;1;true;1.0;1.0
1360759.0;GARDENBURGER  INC;15615 ALTON PKWY;IRVINE;CA;70;1;true;1.0;1.0
1360743.0;GATEWAY INC;7565 IRVINE CENTER DR;IRVINE;CA;71;1;true;1.0;1.0
1240432.0;GAZELLE SPORTS;214 S KALAMAZOO MALL;KALAMAZOO;MI;73;1;true;1.0;1.0
1748546.0;GE CONSUMER FINANCIAL;950 FORRER BLVD;KETTERING;OH;74;1;true;1.0;1.0
1360293.0;GDG CORPORATION;6719 106TH AVE NE;KIRKLAND;WA;75;1;true;1.0;1.0
1237824.0;GATEWAY CHEVROLET (APS);15000 E FIRESTONE BLVD;LA MIRADA;CA;77;1;true;1.0;1.0
1364096.0;GALLOWAY PLASTICS  INC;960 NORTH SHORE DR;LAKE BLUFF;IL;78;1;true;1.0;1.0
1246075.0;GALDE PRESS;17110 HERSHEY COURT;LAKEVILLE;MN;79;1;true;1.0;1.0
1742325.0;ACME Foods;6400 Sheriff Road;LANDOVER;MD;80;1;true;1.0;1.0
1750237.0;GCSAA GOLD COURSE;1421 RESEARCH PARK DRIVE;LAWRENCE;KS;81;1;true;1.0;1.0
1735113.0;GARDEN STATE LIFE INS CO.;2450 S SHORE BLVD;LEAGUE CITY;TX;82;1;true;1.0;1.0
1248880.0;GAMEFLY INC;5340 ALLA RD;LOS ANGELES;CA;83;1;true;1.0;1.0
1354658.0;GARCIA TONY;5245 MELROSE AVE;LOS ANGELES;CA;84;1;true;1.0;1.0
1748130.0;GATEWAY PRESS INC;4500 ROBARDS LANE;LOUISVILLE;KY;85;1;true;1.0;1.0
1238263.0;GANNETT OFFSET MINNEAPOLIS;DIV OF GANNETT CO INC. (DE);MAPLE GROVE;MN;86;1;true;1.0;1.0
1240235.0;GBH PRODUCTIONS - APS;503 S BARFIELD;MARCO ISLAND;FL;87;1;true;1.0;1.0
1362021.0;GANNETT CO. INC. [NYSE: GCI] RECORD DEPTH: 3;7950 JONES BRANCH DR.;MCLEAN;VA;88;1;true;1.0;1.0
1359362.0;GANNETTE-OHIO-99;620 E SMITH RD;MEDINA;OH;89;1;true;1.0;1.0
1751471.0;GARDEN CITY GROUP INC;105 MAXESS RD;MELVILLE;NY;90;1;true;1.0;1.0
1364276.0;GAGE MARKETING GROUP LLC;10000 HIGHWAY 55 STE 300;MINNEAPOLIS;MN;92;1;true;1.0;1.0
1246087.0;GAZETTE INC.;P.O. BOX 583242;MINNEAPOLIS;MN;93;1;true;1.0;1.0
1363940.0;GBG WALL GRAPHICS;2279 ROUTE 208;MONTGOMERY;NY;94;1;true;1.0;1.0
1239905.0;ACME TIGER;TORA CHABABEL LIMITEE;MONTREAL;QC;95;1;true;1.0;1.0
1750741.0;Gannett Co. Inc.;7950 Jones Branch Dr.;McLean;VA;97;1;true;1.0;1.0
1750751.0;GOOGLE INC.;1600 Amphitheatre Pkwy.;Mountain View;CA;98;1;true;1.0;1.0
1753521.0;GAYLORD ENTERTAINMENT COMPANY;2800 OPRYLAND DRIVE;NASHVILLE;TN;99;1;true;1.0;1.0
1361589.0;GAYLORD ENTERTAINMENT COMPANY;1 GAYLORD DR;NASHVILLE;TN;100;1;true;1.0;1.0
1276606.0;GANNETT--HOME NEWS TRIBUNE;PO BOX 1550;NEPTUNE;NJ;102;1;true;1.0;1.0
1237794.0;GANNETT--THE NEWS JOURNAL;950 W BASIN RD;NEW CASTLE;DE;103;1;true;1.0;1.0
1752858.0;GALISON MUDPUPPY;28 W 44TH ST;NEW YORK;NY;104;1;true;1.0;1.0
1248232.0;GANNETT CO - THE JOURNAL NEWS*;1440 BROADWAY 22ND FLOOR;NEW YORK;NY;105;1;true;1.0;1.0
1247769.0;GANNETT PACIFIC PUBLICATIONS;1440 BROADWAY 22ND FLOOR;NEW YORK;NY;106;1;true;1.0;1.0
1365180.0;GAVIN BROWN'S ENTERPRISE CORP;620 GREENWICH STREET;NEW YORK;NY;107;1;true;1.0;1.0
1360751.0;GALARDI GROUP INC;4440 VON KARMAN AVE;NEWPORT BEACH;CA;109;1;true;1.0;1.0
1360714.0;GARY'S & COMPANY NEWPORT BEACH INC.;1065 NEWPORT CENTER DR;NEWPORT BEACH;CA;110;1;true;1.0;1.0
1248577.0;GARFIELD GROUP-LOGISTICS;;NEWTOWN;PA;111;1;true;1.0;1.0
1365559.0;GARMIN LTD.;1200 E. 151ST ST.;OLATHE;KS;112;1;true;1.0;1.0
1362139.0;GALLUP INC.;1001 GALLUP DR;OMAHA;NE;113;1;true;1.0;1.0
1342486.0;GANNON DESIGN;360 S GLASSELL  STE A;ORANGE;CA;114;1;true;1.0;1.0
1358584.0;GARY Z DESIGN;371 S. ORANGE STREET;ORANGE;CA;115;1;true;1.0;1.0
1247344.0;ACME TIGER STORES  LTD;2480 WALKLEY ROAD;OTTAWA;ON;116;1;true;1.0;1.0
1236543.0;GANNETT--DAILY RECORD;800 JEFFERSON RD;PARSIPPANY;NJ;117;1;true;1.0;1.0
1362533.0;ACME IDEAS L.P.;101 WOOD ST;PITTSBURGH;PA;119;1;true;1.0;1.0
1236385.0;GALYAN'S TRADING COMPANY A DIV;300 INDUSTRY DR;PITTSBURGH;PA;120;1;true;1.0;1.0
1364097.0;GALYAN'S;;PLAINFIELD;IN;121;1;true;1.0;1.0
1336999.0;GALYAN'S TRADING COMPANY INC;2437 E MAIN ST;PLAINFIELD;IN;122;1;true;1.0;1.0
1342478.0;GAGE MARKETING;101 UNION ST;PLYMOUTH;MI;123;1;true;1.0;1.0
1352083.0;GAGE MARKETING;10000 HWY 55;PLYMOUTH;MN;124;1;true;1.0;1.0
1736446.0;Garden Botanika;8624 154th Avenue NE;REDMOND;WA;125;1;true;1.0;1.0
1355782.0;GARY KIOUS;3645 INGLEWOOD AVE;REDONDO BEACH;CA;126;1;true;1.0;1.0
1744776.0;GAIN INC;2211 DICKENS ROAD;RICHMOND;VA;127;1;true;1.0;1.0
1746602.0;GE FINANCIAL ASSURANCE;6630 W BROAD ST;RICHMOND;VA;128;1;true;1.0;1.0
1255496.0;GANNETT CO INC INACTIVE;ROCHESTER DEMOCRAT & CHRONICLE;ROCHESTER;NY;129;1;true;1.0;1.0
1367050.0;GARB-KO INC.;3925 FORTUNE BLVD.;SAGINAW;MI;130;1;true;1.0;1.0
1752935.0;GATEWAYCDI;909 N 20TH ST;SAINT LOUIS;MO;131;1;true;1.0;1.0
1365495.0;GARDEN FRESH RESTAURANT CORP.;15822 BERNARDO CENTER DRIVE;SAN DIEGO;CA;134;1;true;1.0;1.0
1238141.0;GAP INC;1 HARRISON ST;SAN FRANCISCO;CA;135;1;true;1.0;1.0
1342480.0;GALAXIE DISPLAYS;13501 ALONDRA BLVD;SANTA FE SPRING;CA;136;1;true;1.0;1.0
1239535.0;GE CONSUMER FINANCIAL;200 NORTH MARTINGALE ROAD;SCHAUMBURG;IL;137;1;true;1.0;1.0
1743230.0;GE FINANCIAL ASSURANCE;200 N. MARTINGALE ROAD;SCHAUMBURG;IL;138;1;true;1.0;1.0
1750354.0;GALLAGHER ADVERTISING;222 PARK AVE;SCOTCH PLAINS;NJ;139;1;true;1.0;1.0
1362023.0;GCF BANK;;SEWELL;NJ;140;1;true;1.0;1.0
1364277.0;GANDER MOUNTAIN;;ST. PAUL;MN;141;1;true;1.0;1.0
1240439.0;GANNETT--STEVENS POINT JOURNAL;1200 3RD CT;STEVENS POINT;WI;142;1;true;1.0;1.0
1750187.0;GAP COMPANIES INC;1 Harrison Street;San Francisco;CA;144;1;true;1.0;1.0
1237259.0;GARFF WARNER AUTO (APS);4238 S. REDWOOD ROAD;TAYLORSVILLE;UT;145;1;true;1.0;1.0
1246084.0;GARDNER-WHITE CO. INC.;21001 GROESBECK HIGHWAY;WARREN;MI;147;1;true;1.0;1.0
1237682.0;GATE HOUSE MEDIA 420 - 221;PO BOX 1440;WEBSTER;NY;148;1;true;1.0;1.0
1244268.0;GARDNER VILLAGE;1100 WEST 7800 SOUTH;WEST JORDAN;UT;150;1;true;1.0;1.0
1238221.0;GANNETT CO - THE JOURNAL NEWS;ONE GANNETT DRIVE;WHITE PLAINS;NY;152;1;true;1.0;1.0
