Citroën;Paris;45088
Citroën;Marseille;16941
Citroën;Lyon;9512
Citroën;Toulouse;8362
Citroën;Nice;7259
Citroën;Paris;18636
Citroën;Marseille;7002
Citroën;Lyon;3931
Citroën;Toulouse;3456
Citroën;Nice;3000
Citroën;Paris;16409
Citroën;Marseille;6165
Citroën;Lyon;3461
Citroën;Toulouse;3042
Citroën;Nice;2641
Ford;Paris;29016
Ford;Marseille;10903
Ford;Lyon;6121
Ford;Toulouse;5382
Ford;Nice;4672
Ford;Paris;17452
Ford;Marseille;6557
Ford;Lyon;3682
Ford;Toulouse;3237
Ford;Nice;2809
Mercedes;Paris;9809
Mercedes;Marseille;3685
Mercedes;Lyon;2068
Mercedes;Toulouse;1819
Mercedes;Nice;1578
Opel;Paris;15442
Opel;Marseille;5802
Opel;Lyon;3257
Opel;Toulouse;2864
Opel;Nice;2486
Opel;Paris;14814
Opel;Marseille;5566
Opel;Lyon;3125
Opel;Toulouse;2747
Opel;Nice;2385
Opel;Paris;14584
Opel;Marseille;5479
Opel;Lyon;3076
Opel;Toulouse;2704
Opel;Nice;2348
Opel;Paris;12438
Opel;Marseille;4673
Opel;Lyon;2624
Opel;Toulouse;2306
Opel;Nice;2002
Peugeot;Paris;89969
Peugeot;Marseille;33806
Peugeot;Lyon;18983
Peugeot;Toulouse;16688
Peugeot;Nice;14487
Peugeot;Paris;79682
Peugeot;Marseille;29940
Peugeot;Lyon;16811
Peugeot;Toulouse;14779
Peugeot;Nice;12831
Peugeot;Paris;22134
Peugeot;Marseille;8316
Peugeot;Lyon;4670
Peugeot;Toulouse;4105
Peugeot;Nice;3563
Renault;Paris;132812
Renault;Marseille;49904
Renault;Lyon;28022
Renault;Toulouse;24635
Renault;Nice;21387
Renault;Paris;81817
Renault;Marseille;30742
Renault;Lyon;17262
Renault;Toulouse;15176
Renault;Nice;13175
Renault;Paris;28372
Renault;Marseille;10660
Renault;Lyon;5985
Renault;Toulouse;5262
Renault;Nice;4568
Renault;Paris;28024
Renault;Marseille;10530
Renault;Lyon;5912
Renault;Toulouse;5198
Renault;Nice;4512
Renault;Paris;19002
Renault;Marseille;7140
Renault;Lyon;4008
Renault;Toulouse;3524
Renault;Nice;3060
Renault;Paris;14591
Renault;Marseille;5482
Renault;Lyon;3078
Renault;Toulouse;2705
Renault;Nice;2349
Seat;Paris;10761
Seat;Marseille;4043
Seat;Lyon;2270
Seat;Toulouse;1995
Seat;Nice;1733
Toyota;Paris;17080
Toyota;Marseille;6418
Toyota;Lyon;3604
Toyota;Toulouse;3168
Toyota;Nice;2750
Citroën;Paris;60977
Citroën;Marseille;22912
Citroën;Lyon;12865
Citroën;Toulouse;11310
Citroën;Nice;9818
Citroën;Paris;53203
Citroën;Marseille;19990
Citroën;Lyon;11224
Citroën;Toulouse;9867
Citroën;Nice;8565
Citroën;Paris;21990
Citroën;Marseille;8262
Citroën;Lyon;4638
Citroën;Toulouse;4078
Citroën;Nice;3540
Citroën;Paris;19362
Citroën;Marseille;7274
Citroën;Lyon;4083
Citroën;Toulouse;3589
Citroën;Nice;3116
Ford;Paris;34238
Ford;Marseille;12865
Ford;Lyon;7222
Ford;Toulouse;6350
Ford;Nice;5512
Ford;Paris;20593
Ford;Marseille;7737
Ford;Lyon;4344
Ford;Toulouse;3819
Ford;Nice;3314
Mercedes;Paris;11574
Mercedes;Marseille;4348
Mercedes;Lyon;2440
Mercedes;Toulouse;2146
Mercedes;Nice;1862
Opel;Paris;18221
Opel;Marseille;6846
Opel;Lyon;3843
Opel;Toulouse;3379
Opel;Nice;2933
Opel;Paris;17480
Opel;Marseille;6567
Opel;Lyon;3687
Opel;Toulouse;3241
Opel;Nice;2814
Opel;Paris;17209
Opel;Marseille;6465
Opel;Lyon;3629
Opel;Toulouse;3190
Opel;Nice;2770
Opel;Paris;14676
Opel;Marseille;5514
Opel;Lyon;3096
Opel;Toulouse;2721
Opel;Nice;2362
Peugeot;Paris;106163
Peugeot;Marseille;39891
Peugeot;Lyon;22399
Peugeot;Toulouse;19691
Peugeot;Nice;17094
Peugeot;Paris;94024
Peugeot;Marseille;35329
Peugeot;Lyon;19836
Peugeot;Toulouse;17439
Peugeot;Nice;15140
Peugeot;Paris;26118
Peugeot;Marseille;9812
Peugeot;Lyon;5510
Peugeot;Toulouse;4843
Peugeot;Nice;4204
Renault;Paris;156718
Renault;Marseille;58886
Renault;Lyon;33065
Renault;Toulouse;29069
Renault;Nice;25236
Renault;Paris;96544
Renault;Marseille;36275
Renault;Lyon;20369
Renault;Toulouse;17907
Renault;Nice;15546
Renault;Paris;33478
Renault;Marseille;12578
Renault;Lyon;7062
Renault;Toulouse;6209
Renault;Nice;5390
Renault;Paris;33068
Renault;Marseille;12425
Renault;Lyon;6976
Renault;Toulouse;6133
Renault;Nice;5324
Renault;Paris;22422
Renault;Marseille;8425
Renault;Lyon;4729
Renault;Toulouse;4158
Renault;Nice;3610
Renault;Paris;17217
Renault;Marseille;6468
Renault;Lyon;3632
Renault;Toulouse;3191
Renault;Nice;2771
Seat;Paris;12697
Seat;Marseille;4770
Seat;Lyon;2678
Seat;Toulouse;2354
Seat;Nice;2044
Toyota;Paris;20154
Toyota;Marseille;7573
Toyota;Lyon;4252
Toyota;Toulouse;3738
Toyota;Nice;3245
Volkswagen;Paris;29973
Volkswagen;Marseille;11260
Volkswagen;Lyon;6323
Volkswagen;Toulouse;5558
Volkswagen;Nice;4826
Volkswagen;Paris;20968
Volkswagen;Marseille;7877
Volkswagen;Lyon;4423
Volkswagen;Toulouse;3888
Volkswagen;Nice;3375
Volkswagen;Paris;15605
Volkswagen;Marseille;5863
Volkswagen;Lyon;3291
Volkswagen;Toulouse;2893
Volkswagen;Nice;2511
