France;Mohamed ;Momo;;;;;;;
France;Nathanial ; Nathan;;;;;;;
France;Olivier ;Oli  ;Olive;;;;;;
France;Peter;Pete  ;;;;;;;
France;Philippe ;Phil  ;;;;;;;
France;Raymond ;Ray  ;;;;;;;
France;Richard ;Rich ;Dick;;;;;;
France;Robert ;Boby;Rob; Bob ;;;;;
France;Roderick;Rod  ;;;;;;;
France;Ronald ;Ron  ;;;;;;;
France;Suzanne ;Sue  ;Suzi;;;;;;
France;Terrence ;Terry;;;;;;;
France;Thibaud ;Thib  ;;;;;;;
France;Thomas;Tom;;;;;;;
France;Timothy ;Tim;;;;;;;
France;Yolande ;Yoly  ;;;;;;;
France;François Xavier ;Fx;;;;;;;
France;Kathleen ;Katie;;;;;;;
France;Sébastien ;Sebby;Seb ;;;;;;
France;Yannick ;Yan;;;;;;;
France;Cédric ;Ced  ;;;;;;;
France;François;Fafa;Fanfan;;;;;;
France;Paul;Popol;;;;;;;
France;Raphaël;Raphy;;;;;;;
France;Pierre-François;Pif;Jeff;;;;;;
France;Pierre-Paul;PP;;;;;;;
France;Vanessa;Vanou;Vaness;;;;;;
France;Dominique;Domi;Dom;;;;;;
France;Valérie;Valou;Val;;;;;;
France;Isabelle;Isa;Zabou;;;;;;
France;Yoann;Yoyo;Yo;;;;;;
France;Jérôme;Gégé;;;;;;;
France;Aquineas;Aqui;;;;;;;
France;Lola;Lolita;;;;;;;
France;Barbara;Barate;;;;;;;
France;Maria;Yaya;;;;;;;
France;Diane;Dianou;;;;;;;
France;Jean-Marie;Jim  ;;;;;;;
France;Marie;Mally;Mariette;Aramette;Miette;;;;
France;Nathalie;Nath;;;;;;;
France;Eric;Rico;Ricky;;;;;;
France;Jean-Christophe;JC;;;;;;;
France;Terrence ;Terry;;;;;;;
France;Gustave;Gus;;;;;;;
France;Calypso;Caly;;;;;;;
France;Antoine;Toinou;Titoine;;;;;;
France;Lucas;Luc;;;;;;;
France;Christine;Chris  ;;;;;;;
France;Angéline;Angie;;;;;;;
France;Angélique;Angie;;;;;;;
France;Charlotte;Char;;;;;;;
France;Ghislaine;Ghis;;;;;;;
France;Abdelhafid ;Abdel;;;;;;;
France; Abdelkhader;Abdel;;;;;;;
France;Abdelkrim;Abdel;;;;;;;
France;Kimberly;Kim;;;;;;;
France;Lutgarda;Luti;;;;;;;
France;Rosane;Rose;;;;;;;
France;Billy;Bill;;;;;;;
France;Djosef;Djo;;;;;;;
France;Dallan;Dol;;;;;;;
France;Danny;Dan  ;;;;;;;
France;Maxence;Max;;;;;;;
France;Cassandre;Cassie;;;;;;;
France;Lucie;Lulu;;;;;;;
France;Lucien;Lulu;;;;;;;
France;Lucienne;Lulu;;;;;;;
France;Ludivine;Lulu;;;;;;;
France;Elisabeth;Elisa;Lise;;;;;;
France;Théodore;Théo;;;;;;;
France;Léonard;Léo;;;;;;;
France;Ségolène;Ségo;;;;;;;
France;Maurice;Momo;Moe;;;;;;
France;Marguerite;Margot;;;;;;;
France;Noureddine;Nono;;;;;;;
France;Moustapha;Mouss;;;;;;;
France;Patrick;Pat;;;;;;;
France;Patricia;Patou;;;;;;;
France;Monique;Momo;;;;;;;
France;Hervé;Véver;;;;;;;
France;Myriam;Mimi;;;;;;;
France;Stanislas;Stan;;;;;;;
France;Caroline;Caro;;;;;;;
France;Gisèle;Gigi;;;;;;;
France;Fabrice;Fab ;;;;;;;
France;Marjorie;Marjo;;;;;;;
France;Marjolène;Marjo;;;;;;;
France;Victor;Vic;;;;;;;
France;Ludovic;Ludo;;;;;;;
France;Virginie;Nini;;;;;;;
France;Joël;Jojo;;;;;;;
France;Corinne;Coco;;;;;;;
France;Florence;Flo;;;;;;;
France;Marc;Marco;;;;;;;
France;Louise;Lou;Louison;Louisa;;;;;
France;Camille;Cam;;;;;;;
France;Claude;Cloclo;;;;;;;
France;Léopolde;Léo;;;;;;;
France;Léopoldine;Lolo;;;;;;;
France;Viviane;Vivi;Vanie;;;;;;
France;Gabriel;Gabi;;;;;;;
France;Anselme;Anselmet;Anselmier;Anselmoz;Ansermaud;Ansermet;Ansermin;;
France;Anselm;Anselmet;Anselmier;Anselmoz;Ansermaud;Ansermet;Ansermin;;
France;Yvonne;Vonvonne;;;;;;;
Russe;Aleksandra;Sacha;Sachoulia;Sachoulenka;Sania;Alex;Alya;;
Russe;Katia;Katioushka;Katioshka;;;;;;
Russe;Ekatérina;Katya;;;;;;;
Russe;Evgueni;Jénia;;;;;;;
Russe;Evguénia;Jénia;;;;;;;
Russe;Natalia;Natacha;;;;;;;
Russe;Alekseï;Aliocha;;;;;;;
Russe;Аnatoli;Tolia;;;;;;;
Russe;Dmitri;Dima;Mitia;;;;;;
Russe;Levguéni;Jénia;;;;;;;
Russe;Nikolaï;Kolya;;;;;;;
Russe;Vassili;Vassia;;;;;;;
Russe;Vladimir;Volodia;;;;;;;
Russe;Anastassia;Nastia;;;;;;;
Russe;Lekaterina;Katia;;;;;;;
Russe;Léléna;Léna;;;;;;;
Russe;Irina;Ira;;;;;;;
Russe;Ksénia;Xioucha;;;;;;;
Russe;Lubov;Liouba;;;;;;;
Russe;Ludmila;Liouda;;;;;;;
Russe;Nadejda;Nadia;;;;;;;
Russe;Svetlana;Svéta;;;;;;;
Russe;Zinaïda;Zina;;;;;;;
Néerlandais;Christiaan;Chris;;;;;;;
Néerlandais;Christoffel;Chris;;;;;;;
Néerlandais;Nikolaas;Claas;Klaas;;;;;;
Néerlandais;Adolf;Dolf;;;;;;;
Néerlandais;Rudolf;Dolf;;;;;;;
Néerlandais;Eduard;Ed;Eddy;;;;;;
Néerlandais;Hendrik;Henk;Rik;;;;;;
Néerlandais;Hendrikus;Henk;Rik;;;;;;
Néerlandais;Jan;Jantje;;;;;;;
Néerlandais;Gustaaf;Staaf;Staf;;;;;;
Néerlandais;Constantijn;Stijn;;;;;;;
Néerlandais;Thomas;Tom;;;;;;;
Néerlandais;Willem;Willy;;;;;;;
Néerlandais;Ernestina;Erna;Ernie;;;;;;
Néerlandais;Margareta;Greet;Greta;;;;;;
Néerlandais;Reinhilde;Hilda;Hilde;;;;;;
Néerlandais;Eleonora;Noortje;Nora;;;;;;
Néerlandais;Frederika;Rika;;;;;;;
Néerlandais;Sara;Saartje;;;;;;;
Néerlandais;Ernestina;Tina;;;;;;;
Néerlandais;Martina;Tina;;;;;;;
Néerlandais;Geertrui;Trui;;;;;;;
Néerlandais;Geertrui;Truida;;;;;;;
Néerlandais;Geertrui;Truitje;;;;;;;
Espagnol;José;Pepe;Pepito;;;;;;
Espagnol;Dolores;Lola;Lolita;;;;;;
Espagnol;Carlos;Carlitos;;;;;;;
Espagnol;Pilar;Pilarín;Pili;;;;;;
Espagnol;Rosa;Rosita;;;;;;;
Espagnol;Fernando;Nando;;;;;;;
Espagnol;Ignacio;Nacho;;;;;;;
Espagnol;Mercedes;Merche;;;;;;;
Espagnol;José María;Chema;Chemita;;;;;;
Espagnol;Manuel;Manolo;Manolito;;;;;;
Espagnol;Enrique;Quique ;Quico;;;;;;
Espagnol;Josefa;Pepa;Pepita;;;;;;
Espagnol;Rosario;Rosarito;;;;;;;
Espagnol;Luisa;Luisita;;;;;;;
Espagnol;Miguel;Miguelito;;;;;;;
Espagnol;Francisco;Paco;Paquito;;;;;;
Espagnol;Carmen;Carmencita;Carmina;;;;;;
Espagnol;Maria de las dolores ; Lolita;Lola;Dolores;;;;;
Grec;Aléxandros;Alékos;Aléxis;;;;;;
Grec;Alkínoos;Álkis;;;;;;;
Grec;Antónios;Nákis;Tónis;Tóny;;;;;
Grec;Andónios;Nákis;Tónis;Tóny;;;;;
Grec;Gerásimos;Mákis;;;;;;;
Grec;Yerásimos;Mákis;;;;;;;
Grec;Emmanouél;Manólis;Mános;Manouíl;;;;;
Grec;Emmanouíl;Manólis;Mános;Manouíl;;;;;
Grec;Kōnstantínos;Kostákis;Kóstas;Kostίs;Kótsos;Tákis;;;
Grec;Konstandínos;Kostákis;Kóstas;Kostίs;Kótsos;Tákis;;;
Grec;Nikólaos;Níkos;;;;;;;
Grec;Panagiótis;Giótis;Yiótis;Panayís;Pános;Tákis;;;
Grec;Panayiótis;Giótis;Yiótis;Panayís;Pános;Tákis;;;
Grec;Sebastianós;Sevastós;Sévos;;;;;;
Grec;Sevastianós;Sevastós;Sévos;;;;;;
Grec;Stéphanos;Stéfos;;;;;;;
Grec;Stéfanos;Stéfos;;;;;;;
Grec;Agorítsa;Rítsa;;;;;;;
Grec;Athanasía;Nánsy;Násia;Sía;Soúla;;;;
Grec;Aikaterínē;Kaíti;Kéti;Katerína;Katerinió;Kátia;Katígkō;Katígo;Katína
Grec;Ekateríni;Kaíti;Kéti;Katerína;Katerinió;Kátia;Katígkō;Katígo;Katína
Grec;Alexándra;Aléka;;;;;;;
Grec;Antōnía;Ánda;Áda;Tónia;;;;;
Grec;Andonía;Ánda;Áda;Tónia;;;;;
Grec;Aphrodítē;Áphrō;;;;;;;
Grec;Afroditi;Áphrō;;;;;;;
Grec;Elénē;Léna;;;;;;;
Grec;Eléni;Léna;;;;;;;
Grec;Euphrosýnē;Phróso;Fróso;;;;;;
Grec;Effrosyni;Phróso;Fróso;;;;;;
Italie;Anselmi;Anselmetto;Anselmetti;Anselmino;Anselmini;;;;
Italie;Anselmo;Anselmetto;Anselmetti;Anselmino;Anselmini;;;;
Italie;Lorenzo;Enzo;;;;;;;
Italie;Vincenzo;Enzo;;;;;;;
Italie;Benedetto;Benito;Betto;Bétito;Betti;;;;
Italie;Uberto;Ubertino;Ubertini;;;;;;
Italie;Uberti;Ubertino;Ubertini;;;;;;
Italie;Margarita;Rita;;;;;;;
Italie;Rosita;Rosa;;;;;;;
Italie;Antonio;Tonio;;;;;;;
Italie;Alessandra;Sandra;;;;;;;
