1255497.0;GANNETT SURBURBAN NEWSPAPERS;1 GANNETT DRIVE;WHITE PLAINS;NY;0;false;0.9642857142857143;0.0
1255688.0;GASTON ADVERTISING;730 W. RANDOLPH;CHICAGO;IL;2;true;1.0;1.0
1256114.0;ACME FOOD INC - CARLISLE*;1149 HARRISBURG PIKE;CARLISLE;PA;4;true;1.0;0.92
1276606.0;GANNETT--HOME NEWS TRIBUNE;PO BOX 1550;NEPTUNE;NJ;0;false;1.0;0.0
1342478.0;GAGE MARKETING;101 UNION ST;PLYMOUTH;MI;2;true;1.0;1.0
1352083.0;GAGE MARKETING;10000 HWY 55;PLYMOUTH;MN;0;false;1.0;0.0
1354602.0;ACME OF CARLISLE;1149 HARRISBURG PIKE;CARLISLE;PA;0;false;1.0;0.0
1355331.0;GARDEN RIDGE L P   IA;19411 ATRIUM PL;HOUSTON;TX;0;false;1.0;0.0
1356797.0;ACME EAGLE INC*;101 KAPPA DR;PITTSBURGH;PA;0;false;0.9333333333333333;0.0
1358915.0;GAME STOP CORP;625 WESTPORT PKWY;GRAPEVINE;TX;5;true;1.0;0.9285714285714286
1359417.0;GANNETT CO;PO BOX 59;APPLETON;WI;0;false;1.0;0.0
1359679.0;GASTON ADVERTISING;730 WEST RANDOLPH;CHICAGO;IL;0;false;1.0;0.0
1360102.0;GEGM FORWARD CORPORATION;601 WEST 26TH ST;NEW YORK;NY;2;true;1.0;1.0
1361081.0;ACME FOOD INC. - CARLISLE;1149 HARRISBURG PIKE;CARLISLE;PA;0;false;0.92;0.0
1361295.0;GANDER MOUNTAIN;180 E. 5TH STREET;SAINT PAUL;MN;3;true;1.0;0.9375
1361589.0;GAYLORD ENTERTAINMENT COMPANY;1 GAYLORD DR;NASHVILLE;TN;0;false;1.0;0.0
1361885.0;GEGM FORWARD CORPORATION;601 WEST 26TH ST;NEW YORK;NY;0;false;1.0;0.0
1362209.0;GCA GROUP INC.;1350 EUCLID AVE SUITE 1500;CLEVELAND;OH;0;false;0.9230769230769231;0.0
1362210.0;GCA SERVICES GROUP INC.;1350 EUCLID AVE STE 1500;CLEVELAND;OH;2;true;1.0;0.9230769230769231
1364276.0;GAGE MARKETING GROUP LLC;10000 HIGHWAY 55 STE 300;MINNEAPOLIS;MN;2;true;1.0;1.0
1364608.0;GALLERY MODEL HOMES INC.;6006 NORTH FWY;HOUSTON;TX;2;true;1.0;1.0
1364840.0;GAMESTOP CORP;;GRAPEVINE;TX;0;false;0.9285714285714286;0.0
1365757.0;GATE PETROLEUM COMPANY;9540 SAN JOSE BLVD.;JACKSONVILLE;FL;0;false;1.0;0.0
1365979.0;GOOGLE INC;1600 AMPHITHEATRE PARKWAY;MOUNTAIN VIEW;CA;0;false;0.9090909090909091;0.0
1750010.0;GAMESTOP CORP;625 WESTPORT PKWY;GRAPEVINE;TX;0;false;0.9285714285714286;0.0
1750749.0;Goodyear Tire & Rubber Company The;1144 E. Market St.;Akron;OH;2;true;1.0;1.0
1751408.0;GANDER MOUNTAIN*;180 5TH ST E;SAINT PAUL;MN;0;false;0.9375;0.0
1752121.0;GAME STOP;625 WESTPORT PKWY;GRAPEVINE;TX;0;false;1.0;0.0
1752426.0;GARDENS ALIVE;110 W ELM ST;TIPP CITY;OH;0;false;1.0;0.0
1753521.0;GAYLORD ENTERTAINMENT COMPANY;2800 OPRYLAND DRIVE;NASHVILLE;TN;2;true;1.0;1.0
1753532.0;GATE PETROLEUM COMPANY;9540 SAN JOSE BLVD;JACKSONVILLE;FL;2;true;1.0;1.0
1754891.0;GCI COMMUNICATION CORP.;2550 DENALI ST STE 1000;ANCHORAGE;AK;2;true;1.0;1.0
2035467.0;GARDENS ALIVE - DO NOT USE;110 W ELM ST;TIPP CITY;OH;5;true;1.0;1.0
2035525.0;ACME FOOD INC*;1149 HARRISBURG PIKE;CARLISLE;PA;0;false;1.0;0.0
