135;26;10-11-2004
136;25;08-03-1971
137;47;06-11-2007
138;7;20-02-1975
139;33;12-12-1974
140;15;11-09-1993
141;20;27-11-1993
142;10;10-10-2003
143;20;16-01-1970
145;11;05-07-2001
146;6;23-11-1989
147;7;04-07-1986
149;45;03-11-1982
150;11;25-08-1999
151;9;17-01-1980
152;41;16-12-2006
153;1;19-05-2005
154;37;18-10-1989
155;26;23-08-2002
156;46;30-12-1986
157;41;12-01-2006
158;18;02-09-1977
159;44;30-04-2004
160;28;28-03-2006
161;26;02-11-1992
162;12;05-01-2000
164;3;16-03-2000
165;37;15-08-2006
166;49;15-05-1993
167;31;03-07-1996
168;9;09-08-1980
169;5;25-10-1996
170;16;28-10-2000
171;7;01-02-1972
172;1;16-05-2001
173;11;06-01-2001
174;1;05-11-1975
175;33;09-07-1977
176;7;25-01-2004
177;27;10-04-2006
178;31;13-01-1971
179;31;04-10-2000
180;15;24-10-1994
181;29;20-09-1990
182;6;29-04-2000
183;13;01-03-1977
184;32;06-11-2004
185;48;18-02-2002
186;29;15-12-2001
187;50;07-08-1994
188;16;20-03-2006
189;12;10-09-2000
190;42;21-05-2001
191;15;03-02-2005
192;12;16-12-2001
193;15;04-12-2005
194;7;25-06-1974
195;30;24-09-1974
196;23;09-04-1992
197;37;11-04-1977
198;7;22-01-2002
199;8;14-06-1982
200;30;26-10-1986
201;7;14-10-1985
202;5;30-04-1993
203;38;07-07-1977
204;48;09-09-1978
205;9;08-03-2005
206;24;03-11-2007
207;36;10-01-1994
208;38;19-09-1993
209;12;06-04-2006
210;43;23-10-2000
211;34;19-01-2002
212;29;01-11-1990
213;19;20-10-1982
214;46;12-06-2006
215;30;03-02-1996
216;13;19-08-2000
217;17;18-04-1974
218;38;03-02-1975
219;49;26-09-2004
220;22;14-12-2006
221;41;21-09-1987
222;48;08-06-1978
223;3;15-05-2000
224;13;18-05-2004
226;33;03-03-2004
227;29;11-10-1992
228;8;27-01-2003
229;6;10-02-1982
230;42;01-09-1978
231;15;15-11-1980
232;37;30-10-1983
233;12;07-12-2004
234;40;01-07-1985
235;6;02-09-1990
236;36;10-07-2005
237;18;25-06-2004
238;22;27-01-2003
239;15;12-12-1998
240;44;15-08-2000
241;18;24-08-1989
242;29;06-05-2006
243;48;04-05-1982
244;24;29-09-1982
245;16;23-07-2002
246;15;08-04-1980
247;39;08-06-1990
248;45;04-12-1983
250;38;22-04-1987
251;22;04-01-2004
252;18;11-05-1986
253;7;31-10-2001
254;17;20-04-2000
255;18;15-09-1989
256;7;08-07-2004
257;45;14-07-2006
258;19;03-08-2005
259;49;19-05-2005
260;46;23-01-1985
261;3;22-06-2004
262;19;08-08-1983
263;19;12-09-2002
264;22;30-06-1970
265;19;22-01-2000
266;48;03-02-2005
267;48;04-01-2005
268;22;16-11-1971
269;1;01-03-1980
270;21;12-10-1980
271;46;21-04-2004
272;22;29-01-1992
273;40;24-03-2005
274;16;16-05-1992
275;42;10-11-1993
276;20;15-09-2000
277;17;07-10-2000
278;32;20-01-1993
279;32;27-03-1977
280;24;20-05-1971
281;41;05-06-2001
282;37;21-08-1987
283;46;20-07-2004
284;32;05-05-1978
285;21;02-04-2002
286;33;28-11-2004
287;16;05-06-1971
288;16;06-01-2001
289;42;05-08-1982
290;47;31-08-2006
291;10;09-06-1986
292;39;25-07-1975
293;38;06-05-2005
294;26;20-03-1989
295;3;28-10-2003
296;40;26-02-2002
297;33;04-05-2003
298;8;21-12-1992
299;33;24-12-1993
300;2;15-12-1987
301;6;15-03-1992
302;24;17-12-1983
303;40;21-10-2000
304;1;02-12-2003
305;17;05-09-1992
306;30;25-04-1993
307;43;25-03-2006
308;27;15-11-1983
309;43;28-02-1999
310;29;21-02-1970
311;41;14-10-2000
312;17;20-06-2006
313;7;04-09-2001
314;5;23-08-1971
315;36;12-09-2000
316;46;24-06-1999
317;45;01-12-1996
318;47;23-01-1996
319;2;13-05-1977
320;39;06-06-2001
321;1;06-06-1980
322;1;02-02-1987
323;15;06-02-1985
324;4;30-04-2001
325;39;28-10-2003
326;31;01-02-2000
327;30;20-12-1980
328;40;08-10-2003
329;12;19-08-2006
330;21;21-10-1996
331;7;01-03-2000
332;38;01-06-1978
333;5;31-07-1983
334;10;05-05-2004
335;50;16-11-1986
336;24;19-02-1985
337;2;04-09-1982
338;40;22-06-2000
339;24;24-09-1989
340;45;22-11-2002
341;32;30-06-2004
342;7;13-06-2005
343;33;17-02-1986
344;21;10-06-2001
346;32;30-03-1994
347;1;14-07-1992
348;19;20-02-1998
349;49;04-05-2001
350;9;28-07-2002
351;26;18-01-2002
353;20;31-12-1993
354;15;23-01-1971
355;2;05-06-1994
357;9;17-01-2001
358;25;10-08-2005
359;10;18-09-1983
360;10;22-07-1975
361;19;20-01-1975
362;33;11-08-1987
363;28;28-09-1983
364;25;13-05-2005
365;27;16-04-1972
366;47;29-03-2005
367;17;24-05-1989
368;39;21-01-1987
369;27;19-11-2007
370;37;30-12-1998
371;26;20-09-2005
372;3;19-03-1975
373;27;08-03-2004
374;50;26-03-1978
375;46;02-06-1982
376;46;02-09-2001
377;18;28-02-1999
378;47;24-11-1983
379;22;21-08-1996
380;33;24-06-2001
381;36;07-06-1974
382;5;31-08-2000
383;49;23-05-1980
384;27;14-10-2005
385;21;05-10-1992
386;36;10-03-2000
387;44;10-03-1993
388;41;31-03-1994
389;20;30-09-2007
390;5;19-10-2006
391;46;27-04-1999
392;39;12-02-1985
393;38;14-03-2005
394;44;29-06-2001
395;40;02-07-2004
396;26;15-09-1978
397;29;20-02-2003
398;13;20-09-1978
399;18;26-11-1994
400;43;23-07-2001
401;7;16-03-1983
402;28;09-07-1977
403;44;12-03-2003
404;10;19-07-2006
405;39;15-06-1972
406;48;22-03-2005
407;31;02-02-2004
408;36;01-06-2000
409;25;07-12-1987
410;34;06-08-1985
411;13;27-07-2001
412;10;04-03-1998
413;10;22-12-1987
414;16;08-03-1998
415;26;02-02-1997
416;31;08-06-2000
417;27;14-02-2000
418;44;28-03-1980
419;38;05-08-1989
420;27;24-09-2002
421;12;17-08-1982
422;19;08-05-1972
423;42;24-08-2006
424;3;15-10-2001
425;6;31-08-2001
426;36;23-05-2003
427;50;27-10-2000
428;47;05-10-1982
429;17;29-10-1982
430;31;13-02-1978
431;48;30-11-1978
432;32;23-03-1970
433;3;14-04-2004
434;9;02-02-1971
435;25;08-04-1980
436;7;17-04-2006
437;10;12-07-2000
438;32;22-09-2003
439;27;09-03-2000
440;15;01-02-2002
441;34;05-09-2001
442;28;22-06-2000
443;50;03-12-2002
444;32;22-03-1980
445;38;08-07-1975
446;2;18-11-2000
447;22;02-02-2004
448;11;22-10-2005
449;37;01-03-2006
450;28;24-03-1992
451;15;17-04-1978
452;3;12-04-1983
453;44;22-11-2005
454;8;19-02-2004
455;21;10-11-2000
456;48;05-08-1985
457;23;21-01-2007
458;24;07-12-2000
459;28;05-07-2003
460;25;31-08-1974
461;3;20-01-1978
462;27;01-12-1996
463;45;10-09-1982
465;46;11-03-1983
466;50;12-11-1980
467;40;30-07-1983
468;30;11-08-2004
469;28;14-03-1992
470;28;03-08-1974
471;36;28-04-1982
472;40;21-03-1972
473;48;03-07-1989
474;39;19-02-1993
475;45;04-02-1994
476;41;07-01-1972
477;17;12-09-2004
478;42;14-12-2000
479;36;16-03-1992
480;4;13-08-2000
481;38;21-07-2001
483;8;14-09-1992
484;47;31-08-1999
485;5;25-04-1977
486;2;17-01-1999
487;32;15-06-2005
488;17;21-09-1971
489;2;25-11-2006
490;34;07-07-1993
491;34;28-09-1978
492;50;18-08-1992
493;8;20-02-2003
494;4;05-09-2005
495;24;16-06-2000
496;48;01-12-1987
497;28;30-04-1992
498;36;31-05-2001
499;11;14-09-1996
500;19;19-07-1970
501;8;12-01-1983
502;40;14-04-1980
503;34;22-10-2005
504;10;23-08-1980
505;48;18-01-1978
506;42;01-09-1982
507;3;26-01-2003
508;19;12-09-1992
509;18;31-01-2006
510;34;19-06-1992
511;32;25-07-1985
512;9;19-11-2006
513;19;21-03-1977
514;5;22-12-2005
515;5;24-08-1993
516;2;18-05-1982
517;37;10-02-2000
518;41;14-05-1970
519;21;19-02-1978
520;39;20-05-2001
521;39;22-11-2005
522;29;26-06-1996
523;19;16-09-1978
524;14;25-06-1987
525;26;29-06-1997
526;49;13-08-2006
527;43;07-03-1990
528;3;15-12-1985
529;39;06-09-1990
530;14;25-08-1990
531;49;28-04-1987
532;31;08-12-1980
534;2;12-09-1989
535;29;19-08-2005
536;34;07-08-2005
538;16;12-10-1982
539;10;25-12-1978
540;12;19-05-1972
541;50;25-07-2004
542;11;13-10-1996
543;34;15-01-2006
544;32;11-05-1994
545;41;11-05-1982
546;17;20-04-1996
547;25;10-10-1989
548;44;27-04-1972
549;41;23-03-1996
550;42;20-01-2006
551;16;27-02-2006
552;2;28-12-1993
553;34;10-05-1989
554;16;13-09-1992
555;31;18-09-2002
556;48;09-03-1983
557;50;23-10-2001
558;13;25-07-2004
559;46;28-09-1990
560;3;30-01-2001
561;3;24-04-2001
562;49;01-08-2003
563;43;20-09-2000
564;30;01-06-2000
565;47;25-05-1989
566;36;18-09-2001
567;7;11-02-2003
568;36;26-07-2000
569;34;29-11-1980
570;46;28-11-1993
571;49;25-08-1980
572;47;05-06-2002
573;40;22-10-1974
574;31;06-08-1980
575;17;03-04-1970
576;44;16-07-2000
577;15;09-02-1986
578;25;01-10-1997
579;8;22-12-2006
580;14;02-09-1980
581;27;10-04-1996
582;3;24-07-1990
583;26;29-01-1996
584;39;21-11-2006
585;21;08-12-2000
586;24;04-07-1971
587;2;19-01-1977
588;25;23-08-2003
589;37;21-03-1970
590;38;25-02-1990
591;33;09-08-1992
592;22;27-02-1978
593;28;22-02-2005
594;6;01-05-1971
595;6;18-06-2006
596;25;15-06-1974
597;47;18-03-1982
598;17;30-05-2001
599;16;03-03-1990
600;20;25-04-2007
601;12;20-01-1999
602;31;04-11-2007
603;27;23-12-1980
604;44;14-12-2004
605;42;23-11-1983
606;17;15-02-1982
607;26;16-11-1989
608;22;12-12-1993
609;48;14-12-2001
610;33;27-04-1983
611;14;05-06-2004
612;10;09-07-1972
613;46;26-12-1989
614;4;19-01-2001
615;29;31-01-2002
616;44;03-01-1982
617;36;25-11-1996
619;8;05-08-1996
620;6;15-01-2004
621;48;08-03-1972
622;9;12-05-2000
623;20;01-02-1982
624;45;25-05-1997
625;31;11-04-1982
626;40;14-11-1994
627;24;12-08-1994
628;49;27-09-1996
629;43;17-12-1983
630;48;23-04-1971
631;19;16-12-1970
632;8;20-07-1993
633;36;23-02-1993
634;20;30-12-2004
635;27;29-01-2006
636;6;22-06-1994
637;50;28-01-1992
638;14;16-08-1990
639;38;12-03-2006
640;8;22-05-2000
641;43;14-04-2006
642;26;17-02-1996
643;42;13-08-2002
644;36;15-09-1972
645;49;05-08-1980
646;6;11-10-2000
647;1;04-07-1975
648;18;01-07-2006
649;48;02-08-1970
650;44;07-12-1972
651;46;24-09-1983
652;44;31-07-2001
654;48;04-08-1996
655;25;01-12-1986
656;21;24-07-1982
657;27;22-01-2005
658;33;19-09-1980
659;7;23-06-2001
660;17;19-03-1993
661;6;10-02-2000
662;28;06-07-1992
663;2;12-04-1980
664;10;21-06-1982
665;26;22-03-1972
666;15;19-07-1983
667;15;23-11-2000
668;49;07-05-1993
669;17;12-02-1990
670;40;10-08-1980
671;17;30-12-2003
672;17;14-10-1996
673;17;11-03-2000
674;48;20-08-1990
676;16;24-07-2002
677;18;10-08-1994
678;38;10-12-1999
679;41;27-08-1980
680;5;17-05-1986
681;27;19-11-1987
682;1;28-03-2005
683;7;13-11-2006
684;20;29-08-1978
685;14;22-04-1992
686;12;10-11-1992
687;32;28-11-1982
688;50;06-03-2000
689;27;10-10-1997
690;42;20-11-1977
691;3;10-09-2006
692;14;17-07-1993
693;50;06-02-1992
694;38;13-05-2005
695;3;30-10-2000
696;46;06-08-2007
697;5;18-09-2003
698;37;01-01-1993
699;18;09-04-1994
700;5;25-05-2000
701;48;27-10-1974
702;5;23-02-2006
703;3;20-03-1980
704;18;21-10-2005
705;9;15-12-1990
706;7;02-07-2004
707;42;12-11-1971
708;24;18-12-2004
709;28;08-06-2002
710;41;01-10-2001
711;8;15-09-1999
712;43;15-05-2005
713;29;02-03-1993
714;20;09-07-2000
715;7;19-08-1971
716;41;13-06-2000
717;7;24-12-1990
718;12;01-03-2002
719;1;17-08-1993
720;46;27-08-1983
721;18;05-08-1983
722;42;19-03-1971
723;17;20-03-1992
724;45;11-11-2002
725;47;23-02-1974
726;44;25-05-1975
727;29;08-12-2000
728;37;06-11-2000
729;19;26-01-1977
730;24;04-08-2003
731;44;04-10-1986
732;21;08-01-2006
733;37;09-06-1978
734;38;17-03-1980
735;37;31-08-2000
736;34;21-11-2003
737;25;22-01-2002
738;47;19-09-1999
739;10;10-06-1975
740;44;09-11-2001
742;13;08-02-2001
743;33;16-08-2006
744;17;01-01-1970
745;10;23-09-2001
746;38;28-09-2002
747;23;07-05-2004
748;16;11-12-1978
749;19;11-06-2000
750;9;08-01-1990
751;32;14-09-2001
752;8;10-02-2004
753;32;13-03-2004
754;7;20-03-2004
755;18;08-05-2000
756;10;16-05-2001
757;26;13-04-2002
759;3;29-06-1993
760;31;15-09-1971
761;46;15-11-2005
762;37;10-08-2006
763;11;02-02-2000
764;34;11-03-1996
765;37;07-02-1983
766;30;01-10-1971
767;34;14-05-1987
768;9;06-03-2003
769;1;21-11-2004
770;29;09-03-1971
771;14;04-11-2001
772;46;03-07-1982
773;18;23-07-1990
774;14;09-09-1982
775;43;04-11-2006
776;9;13-07-1970
777;26;24-12-1994
778;2;09-03-1982
779;16;11-12-2002
780;25;04-06-1971
781;21;05-12-2001
782;15;12-05-1977
783;38;21-02-1998
784;18;11-02-1970
785;10;20-09-1980
786;3;17-03-1998
787;5;18-10-2005
788;25;28-12-2000
789;5;07-05-1990
790;20;29-09-1982
791;17;13-06-2002
792;28;27-10-2004
793;30;06-08-1974
794;28;21-07-2006
795;47;26-09-1972
796;40;10-05-1996
797;48;13-01-2006
798;23;15-02-1970
799;11;18-05-1983
800;44;12-05-1971
801;41;10-02-1985
802;20;30-12-2004
803;16;30-07-1996
804;36;21-03-1970
805;17;10-11-2001
806;47;20-08-1971
807;38;27-12-1985
808;9;22-05-1971
809;27;19-08-2001
810;43;25-06-1978
811;4;23-07-1993
812;24;03-02-2001
813;34;15-11-1982
814;20;27-03-1993
815;46;29-03-2000
816;26;13-09-2006
817;18;28-07-1990
818;23;09-04-2006
819;3;15-10-2004
820;32;07-01-2003
821;26;11-10-1987
822;23;11-12-1971
823;8;07-02-1990
824;33;26-04-2003
825;50;10-09-1983
826;17;05-05-1990
827;27;05-04-1978
828;21;15-06-1992
829;40;10-09-2000
830;40;27-03-1971
831;19;20-11-2003
832;25;29-06-1987
833;48;11-10-2000
834;33;27-08-1982
835;10;30-12-2000
836;24;05-07-2000
837;12;13-05-1994
838;32;01-03-1990
839;46;06-02-1986
840;6;18-05-1985
841;33;26-10-1980
842;10;03-12-1987
843;10;13-01-2005
844;32;05-07-1989
845;48;09-05-2000
846;39;28-10-1974
847;40;03-11-2000
848;19;26-04-2002
849;24;26-01-1980
850;43;29-04-1972
851;43;15-09-2005
852;44;16-05-1972
853;32;19-03-2003
854;36;19-08-1998
855;42;24-08-2003
856;30;22-01-2007
857;34;26-09-1990
858;4;26-08-1989
859;25;29-09-1987
860;40;15-07-2006
861;18;20-05-2002
862;30;30-12-1972
863;48;03-12-1983
864;39;08-08-1972
865;17;13-05-1993
866;50;30-06-1993
867;29;09-05-1989
868;9;01-12-1994
869;40;31-03-1997
870;18;12-05-2002
871;20;02-09-2000
872;47;21-03-1970
873;9;18-09-1982
874;38;18-11-2001
875;34;28-08-2004
876;9;05-03-2003
877;1;10-08-1983
878;16;26-04-2004
879;13;16-04-1987
880;23;09-08-2004
881;37;25-06-1998
882;15;04-03-1989
883;47;13-05-2004
884;19;27-04-2004
885;17;15-01-1986
886;44;02-07-2006
887;36;12-09-2006
888;38;15-06-2004
889;44;18-11-1974
890;11;29-07-2006
891;1;22-06-1971
892;6;30-01-1986
893;14;16-06-2000
894;49;13-02-1985
895;14;11-01-1993
896;18;09-03-1993
897;39;03-07-1978
898;18;07-04-2004
899;29;05-02-2003
900;49;28-11-1989
901;8;15-07-1970
902;38;26-07-1970
903;14;01-03-2002
904;37;14-03-1970
905;7;22-09-1990
906;8;01-09-1990
907;23;14-06-1994
908;41;24-04-2001
909;2;10-11-2004
910;16;16-09-2002
911;22;26-07-2003
912;10;27-12-2001
913;7;31-05-1972
914;32;20-05-1980
915;48;25-02-2000
916;46;30-09-1987
917;25;18-07-2000
918;23;12-07-2003
919;24;30-06-1986
920;38;17-02-2001
921;14;15-06-1993
922;12;28-07-2000
923;27;20-06-1996
924;7;14-01-1970
925;10;06-05-1985
926;50;13-09-2000
927;47;02-06-2004
928;29;09-08-1977
929;47;23-10-1975
930;29;26-08-2000
931;25;06-10-1975
932;47;15-05-2007
933;30;29-10-2006
934;47;07-09-1998
935;49;29-07-1971
936;28;12-02-1983
937;13;22-10-1992
938;5;28-08-2006
939;20;11-02-1985
940;20;06-11-2006
942;49;01-12-2005
943;13;29-03-1970
944;24;02-12-2005
945;18;05-08-1980
946;15;09-11-2000
947;25;16-04-2006
948;43;20-11-1996
949;20;30-01-1972
950;17;15-03-1971
951;45;11-04-2005
952;29;31-05-2005
953;17;06-04-1992
954;39;29-01-1978
955;33;14-09-1987
956;30;12-07-1978
957;17;06-03-2007
958;25;20-03-2000
960;50;07-02-1993
961;6;01-03-1989
962;3;03-02-2005
963;10;04-08-2004
964;28;22-07-1980
965;42;10-08-2002
966;29;24-07-1975
967;2;20-04-1986
968;37;29-09-1998
969;36;24-05-1993
970;40;17-02-1996
971;20;11-11-2003
972;5;05-11-2000
973;28;29-05-1987
974;18;27-06-2005
975;8;18-11-2006
976;44;27-11-2000
977;14;10-10-1972
978;48;10-08-1994
979;22;26-11-1978
981;12;10-08-2006
982;44;12-07-1975
983;45;10-02-2001
984;14;15-02-1977
985;48;27-05-1970
986;47;16-12-1972
987;30;27-01-2006
988;20;11-05-2001
989;17;08-10-1990
990;2;16-10-2004
991;23;17-07-2000
992;6;22-02-1994
993;45;26-10-2001
994;8;17-01-1993
995;7;22-06-1987
996;20;01-12-1972
997;31;03-04-1974
999;9;17-11-2005
1000;41;22-10-1980
1001;28;24-08-1986
1002;18;27-08-2001
1003;3;23-08-1992
1004;49;03-01-2003
1005;2;18-11-1990
1006;21;25-06-2007
1007;13;02-04-2004
1008;36;07-06-1980
1009;13;13-12-2002
1010;22;16-09-2005
1011;24;20-02-2003
1012;48;07-09-1994
1013;10;05-07-2000
1014;20;03-07-1985
1015;7;09-02-2005
1016;31;09-07-1986
1017;22;15-01-1997
1018;6;07-12-2002
1019;44;01-02-1970
1020;44;02-03-2002
1021;20;31-07-1980
1022;34;24-07-2001
1023;11;01-11-2005
1024;10;11-05-1986
1025;36;29-05-1987
1026;14;15-07-2005
1027;49;18-01-2002
1028;17;03-09-2006
1029;50;15-02-2002
1030;31;13-01-1997
1031;31;19-08-2000
1032;18;06-01-1986
1033;50;03-10-2003
1034;9;24-01-2000
1035;6;23-08-1982
1036;39;17-11-2006
1037;20;26-11-1993
1038;2;30-12-2004
1039;16;26-04-1994
1040;6;02-01-1977
1041;41;30-09-2004
1042;20;21-06-1970
1043;40;29-01-2000
1044;9;08-10-1972
1045;27;04-09-1972
1046;32;23-03-2002
1047;21;13-05-2005
1048;13;11-02-1986
1049;7;05-01-2001
1050;25;31-08-2006
1051;5;17-12-2000
1052;37;13-08-2001
1053;34;11-06-2000
1054;37;15-04-1994
1055;21;21-01-1993
1056;46;31-12-1997
1057;49;08-04-2006
1058;44;27-08-1972
1059;9;24-08-2002
1060;37;04-04-2001
1061;12;15-04-2000
1062;25;21-11-2006
1063;18;18-05-2006
1064;17;26-02-2001
1065;50;30-11-2005
1066;41;02-01-1970
1067;30;15-06-1986
1068;41;19-07-1987
1069;7;05-12-1977
1070;4;05-01-1978
1071;22;04-12-1992
1072;9;01-09-1986
1073;26;20-01-1978
1074;25;05-04-1992
1075;30;01-11-1983
1076;3;08-08-1996
1077;14;11-11-2005
1078;14;17-10-1992
1080;4;02-07-1993
1081;37;20-03-2002
1082;5;23-01-2000
1083;1;23-04-1975
1084;33;27-06-1985
1085;50;16-03-1975
1086;14;01-04-1972
1087;9;24-11-1978
1088;37;01-01-1980
1089;11;14-01-2005
1090;13;28-03-1978
1091;39;02-09-1994
1092;19;05-01-1989
1093;43;20-07-1985
1094;49;13-03-2000
1095;39;24-08-2006
1096;31;21-04-2006
1097;14;03-07-2000
1098;23;11-08-1971
1099;12;08-04-2000
1100;37;21-01-1978
1101;8;09-04-1982
1102;46;25-10-1970
1103;18;28-07-2003
1104;1;14-05-1992
1105;14;25-01-2001
1106;21;19-03-2004
1107;22;03-04-2005
1108;25;16-08-2004
1109;25;28-08-2006
1110;37;14-10-2000
1111;8;20-02-1971
1112;10;21-09-2007
1113;36;10-10-2001
1114;17;11-04-1982
1115;21;06-09-1977
1116;39;01-06-1970
1117;46;25-02-2000
1118;44;06-04-2001
1119;31;11-08-1994
1120;48;11-09-2005
1121;32;19-08-1985
1122;30;28-04-2001
1123;34;08-04-2006
1124;28;06-12-1985
1125;26;13-10-2002
1126;40;25-02-1989
1127;4;07-11-1980
1128;15;15-06-2000
1129;8;03-05-2000
1130;15;13-05-1985
1131;3;28-05-2001
1132;33;09-11-2004
1133;41;06-07-2004
1134;28;25-06-1987
1135;5;26-10-1974
1136;27;18-01-1980
1137;31;22-10-1992
1138;22;31-07-1975
1139;9;29-12-2003
1140;16;04-11-1990
1141;45;17-04-2000
1142;6;25-10-2005
1143;33;11-02-2005
1144;12;23-09-1986
1145;45;03-05-1977
1146;30;30-12-2001
1147;4;01-09-1971
1148;16;17-05-1980
1149;45;13-08-2006
1150;13;19-05-1977
1151;6;05-12-1989
1152;20;19-02-1974
1153;45;21-02-2001
1154;32;29-04-1983
1155;46;16-10-2007
1156;14;27-02-1982
1157;13;05-03-1993
1158;27;14-05-1972
1159;22;30-03-2001
1160;48;09-10-1985
1161;30;02-09-1978
1162;39;26-09-2002
1163;29;16-03-2004
1164;12;09-08-1993
1165;36;22-07-1999
1166;45;28-09-2003
1167;7;17-03-1975
1168;38;03-07-1990
1169;4;29-10-2004
1170;18;14-07-1980
1171;41;22-07-2003
1172;41;10-03-1987
1173;37;13-07-2000
1174;49;30-01-2000
1175;50;11-06-2000
1176;11;16-03-1994
1177;50;15-10-2000
1178;41;08-10-1972
1179;45;12-01-2004
1180;25;18-06-1996
1181;26;08-11-1989
1183;16;08-07-1994
1184;45;04-04-1978
1185;23;31-10-1990
1186;14;20-08-2000
1187;1;06-02-1983
1188;30;08-12-1982
1189;43;20-03-2004
1190;4;25-10-1975
1191;43;10-10-2005
1192;28;02-03-1975
1193;48;12-08-1978
1194;40;01-02-2005
1195;28;10-01-1970
1196;48;24-04-2003
1197;27;23-03-1992
1198;8;17-02-2000
1199;38;31-03-1985
1200;48;15-01-1980
1201;5;07-08-1977
1202;15;28-11-2005
1203;28;25-06-1989
1204;14;30-12-1990
1205;39;27-06-1982
1206;39;14-05-1975
1207;22;23-01-2000
1208;33;14-09-1989
1209;6;04-05-1977
1210;21;07-06-2000
1211;32;04-11-1987
1212;44;10-04-2005
1213;30;11-05-2007
1214;46;19-09-1990
1216;37;18-02-1970
1217;12;26-10-2000
1218;26;01-07-1982
1219;25;04-09-2005
1220;42;16-08-2000
1221;24;24-02-1983
1222;16;18-04-1972
1223;1;14-12-2006
1224;14;07-10-1993
1225;50;10-09-2003
1226;21;14-01-1993
1227;7;12-06-2004
1228;37;19-10-1975
1229;42;06-03-1972
1230;8;19-03-2001
1232;18;01-10-1997
1233;41;17-08-1978
1234;20;17-08-1992
1235;14;10-09-1982
1236;47;06-12-2005
1237;14;23-03-1983
1238;15;02-12-2006
1239;8;15-03-1993
1241;45;01-02-1970
1242;20;16-03-1982
1243;30;18-12-2006
1244;40;05-11-1994
1245;39;07-05-1972
1246;37;31-05-2000
1247;24;29-05-1986
1248;19;08-04-1994
1249;33;19-02-1994
1250;21;26-04-1987
1251;5;22-12-1994
1252;22;10-08-2005
1253;19;15-04-2000
1254;30;18-11-1993
1255;11;16-03-1975
1256;27;23-11-2000
1257;8;17-06-1970
1258;24;25-04-2005
1259;6;01-11-1994
1260;5;21-02-2000
1261;1;02-06-2007
1262;40;20-10-2002
1263;14;26-03-1997
1264;30;15-05-1993
1265;10;08-06-1974
1266;38;21-07-1986
1267;1;02-11-2002
1268;24;03-06-1978
1269;5;30-09-1986
1270;13;03-07-1980
1271;12;21-04-2006
1272;42;04-04-2001
1273;22;30-11-1983
1274;30;31-08-2000
1275;28;14-01-2004
1276;3;25-08-2001
1277;44;11-10-2000
1278;18;22-08-1987
