8;label_8_MAIN_F1_%2;8;label_8_LOOKUP_F1_%0;8;label_8_LOOKUP_F2_%0
9;label_9_MAIN_F1_%0;9;label_9_LOOKUP_F1_%0;9;label_9_LOOKUP_F2_%0
9;label_9_MAIN_F1_%1;9;label_9_LOOKUP_F1_%0;9;label_9_LOOKUP_F2_%0
9;label_9_MAIN_F1_%2;9;label_9_LOOKUP_F1_%0;9;label_9_LOOKUP_F2_%0
10;label_10_MAIN_F1_%0;10;label_10_LOOKUP_F1_%0;10;label_10_LOOKUP_F2_%0
10;label_10_MAIN_F1_%1;10;label_10_LOOKUP_F1_%0;10;label_10_LOOKUP_F2_%0
10;label_10_MAIN_F1_%2;10;label_10_LOOKUP_F1_%0;10;label_10_LOOKUP_F2_%0
11;label_11_MAIN_F1_%0;11;label_11_LOOKUP_F1_%0;11;label_11_LOOKUP_F2_%0
11;label_11_MAIN_F1_%1;11;label_11_LOOKUP_F1_%0;11;label_11_LOOKUP_F2_%0
11;label_11_MAIN_F1_%2;11;label_11_LOOKUP_F1_%0;11;label_11_LOOKUP_F2_%0
12;label_12_MAIN_F1_%0;12;label_12_LOOKUP_F1_%0;12;label_12_LOOKUP_F2_%0
12;label_12_MAIN_F1_%1;12;label_12_LOOKUP_F1_%0;12;label_12_LOOKUP_F2_%0
12;label_12_MAIN_F1_%2;12;label_12_LOOKUP_F1_%0;12;label_12_LOOKUP_F2_%0
13;label_13_MAIN_F1_%0;13;label_13_LOOKUP_F1_%0;13;label_13_LOOKUP_F2_%0
13;label_13_MAIN_F1_%1;13;label_13_LOOKUP_F1_%0;13;label_13_LOOKUP_F2_%0
13;label_13_MAIN_F1_%2;13;label_13_LOOKUP_F1_%0;13;label_13_LOOKUP_F2_%0
14;label_14_MAIN_F1_%0;14;label_14_LOOKUP_F1_%0;14;label_14_LOOKUP_F2_%0
14;label_14_MAIN_F1_%1;14;label_14_LOOKUP_F1_%0;14;label_14_LOOKUP_F2_%0
14;label_14_MAIN_F1_%2;14;label_14_LOOKUP_F1_%0;14;label_14_LOOKUP_F2_%0
15;label_15_MAIN_F1_%0;15;label_15_LOOKUP_F1_%0;15;label_15_LOOKUP_F2_%0
15;label_15_MAIN_F1_%1;15;label_15_LOOKUP_F1_%0;15;label_15_LOOKUP_F2_%0
15;label_15_MAIN_F1_%2;15;label_15_LOOKUP_F1_%0;15;label_15_LOOKUP_F2_%0
16;label_16_MAIN_F1_%0;16;label_16_LOOKUP_F1_%0;16;label_16_LOOKUP_F2_%0
16;label_16_MAIN_F1_%1;16;label_16_LOOKUP_F1_%0;16;label_16_LOOKUP_F2_%0
16;label_16_MAIN_F1_%2;16;label_16_LOOKUP_F1_%0;16;label_16_LOOKUP_F2_%0
17;label_17_MAIN_F1_%0;17;label_17_LOOKUP_F1_%0;17;label_17_LOOKUP_F2_%0
17;label_17_MAIN_F1_%1;17;label_17_LOOKUP_F1_%0;17;label_17_LOOKUP_F2_%0
17;label_17_MAIN_F1_%2;17;label_17_LOOKUP_F1_%0;17;label_17_LOOKUP_F2_%0
18;label_18_MAIN_F1_%0;18;label_18_LOOKUP_F1_%0;18;label_18_LOOKUP_F2_%0
18;label_18_MAIN_F1_%1;18;label_18_LOOKUP_F1_%0;18;label_18_LOOKUP_F2_%0
18;label_18_MAIN_F1_%2;18;label_18_LOOKUP_F1_%0;18;label_18_LOOKUP_F2_%0
19;label_19_MAIN_F1_%0;19;label_19_LOOKUP_F1_%0;19;label_19_LOOKUP_F2_%0
19;label_19_MAIN_F1_%1;19;label_19_LOOKUP_F1_%0;19;label_19_LOOKUP_F2_%0
19;label_19_MAIN_F1_%2;19;label_19_LOOKUP_F1_%0;19;label_19_LOOKUP_F2_%0
20;label_20_MAIN_F1_%0;20;label_20_LOOKUP_F1_%0;20;label_20_LOOKUP_F2_%0
20;label_20_MAIN_F1_%1;20;label_20_LOOKUP_F1_%0;20;label_20_LOOKUP_F2_%0
20;label_20_MAIN_F1_%2;20;label_20_LOOKUP_F1_%0;20;label_20_LOOKUP_F2_%0
21;label_21_MAIN_F1_%0;21;label_21_LOOKUP_F1_%0;21;label_21_LOOKUP_F2_%0
21;label_21_MAIN_F1_%1;21;label_21_LOOKUP_F1_%0;21;label_21_LOOKUP_F2_%0
21;label_21_MAIN_F1_%2;21;label_21_LOOKUP_F1_%0;21;label_21_LOOKUP_F2_%0
22;label_22_MAIN_F1_%0;22;label_22_LOOKUP_F1_%0;22;label_22_LOOKUP_F2_%0
22;label_22_MAIN_F1_%1;22;label_22_LOOKUP_F1_%0;22;label_22_LOOKUP_F2_%0
22;label_22_MAIN_F1_%2;22;label_22_LOOKUP_F1_%0;22;label_22_LOOKUP_F2_%0
23;label_23_MAIN_F1_%0;23;label_23_LOOKUP_F1_%0;23;label_23_LOOKUP_F2_%0
23;label_23_MAIN_F1_%1;23;label_23_LOOKUP_F1_%0;23;label_23_LOOKUP_F2_%0
23;label_23_MAIN_F1_%2;23;label_23_LOOKUP_F1_%0;23;label_23_LOOKUP_F2_%0
24;label_24_MAIN_F1_%0;24;label_24_LOOKUP_F1_%0;24;label_24_LOOKUP_F2_%0
24;label_24_MAIN_F1_%1;24;label_24_LOOKUP_F1_%0;24;label_24_LOOKUP_F2_%0
24;label_24_MAIN_F1_%2;24;label_24_LOOKUP_F1_%0;24;label_24_LOOKUP_F2_%0
25;label_25_MAIN_F1_%0;25;label_25_LOOKUP_F1_%0;25;label_25_LOOKUP_F2_%0
25;label_25_MAIN_F1_%1;25;label_25_LOOKUP_F1_%0;25;label_25_LOOKUP_F2_%0
25;label_25_MAIN_F1_%2;25;label_25_LOOKUP_F1_%0;25;label_25_LOOKUP_F2_%0
26;label_26_MAIN_F1_%0;26;label_26_LOOKUP_F1_%0;26;label_26_LOOKUP_F2_%0
26;label_26_MAIN_F1_%1;26;label_26_LOOKUP_F1_%0;26;label_26_LOOKUP_F2_%0
26;label_26_MAIN_F1_%2;26;label_26_LOOKUP_F1_%0;26;label_26_LOOKUP_F2_%0
27;label_27_MAIN_F1_%0;27;label_27_LOOKUP_F1_%0;27;label_27_LOOKUP_F2_%0
27;label_27_MAIN_F1_%1;27;label_27_LOOKUP_F1_%0;27;label_27_LOOKUP_F2_%0
27;label_27_MAIN_F1_%2;27;label_27_LOOKUP_F1_%0;27;label_27_LOOKUP_F2_%0
28;label_28_MAIN_F1_%0;28;label_28_LOOKUP_F1_%0;28;label_28_LOOKUP_F2_%0
28;label_28_MAIN_F1_%1;28;label_28_LOOKUP_F1_%0;28;label_28_LOOKUP_F2_%0
28;label_28_MAIN_F1_%2;28;label_28_LOOKUP_F1_%0;28;label_28_LOOKUP_F2_%0
29;label_29_MAIN_F1_%0;29;label_29_LOOKUP_F1_%0;29;label_29_LOOKUP_F2_%0
29;label_29_MAIN_F1_%1;29;label_29_LOOKUP_F1_%0;29;label_29_LOOKUP_F2_%0
29;label_29_MAIN_F1_%2;29;label_29_LOOKUP_F1_%0;29;label_29_LOOKUP_F2_%0
30;label_30_MAIN_F1_%0;30;label_30_LOOKUP_F1_%0;30;label_30_LOOKUP_F2_%0
30;label_30_MAIN_F1_%1;30;label_30_LOOKUP_F1_%0;30;label_30_LOOKUP_F2_%0
30;label_30_MAIN_F1_%2;30;label_30_LOOKUP_F1_%0;30;label_30_LOOKUP_F2_%0
31;label_31_MAIN_F1_%0;31;label_31_LOOKUP_F1_%0;31;label_31_LOOKUP_F2_%0
31;label_31_MAIN_F1_%1;31;label_31_LOOKUP_F1_%0;31;label_31_LOOKUP_F2_%0
31;label_31_MAIN_F1_%2;31;label_31_LOOKUP_F1_%0;31;label_31_LOOKUP_F2_%0
32;label_32_MAIN_F1_%0;32;label_32_LOOKUP_F1_%0;32;label_32_LOOKUP_F2_%0
32;label_32_MAIN_F1_%1;32;label_32_LOOKUP_F1_%0;32;label_32_LOOKUP_F2_%0
32;label_32_MAIN_F1_%2;32;label_32_LOOKUP_F1_%0;32;label_32_LOOKUP_F2_%0
33;label_33_MAIN_F1_%0;33;label_33_LOOKUP_F1_%0;33;label_33_LOOKUP_F2_%0
33;label_33_MAIN_F1_%1;33;label_33_LOOKUP_F1_%0;33;label_33_LOOKUP_F2_%0
33;label_33_MAIN_F1_%2;33;label_33_LOOKUP_F1_%0;33;label_33_LOOKUP_F2_%0
34;label_34_MAIN_F1_%0;34;label_34_LOOKUP_F1_%0;34;label_34_LOOKUP_F2_%0
34;label_34_MAIN_F1_%1;34;label_34_LOOKUP_F1_%0;34;label_34_LOOKUP_F2_%0
34;label_34_MAIN_F1_%2;34;label_34_LOOKUP_F1_%0;34;label_34_LOOKUP_F2_%0
35;label_35_MAIN_F1_%0;35;label_35_LOOKUP_F1_%0;35;label_35_LOOKUP_F2_%0
35;label_35_MAIN_F1_%1;35;label_35_LOOKUP_F1_%0;35;label_35_LOOKUP_F2_%0
35;label_35_MAIN_F1_%2;35;label_35_LOOKUP_F1_%0;35;label_35_LOOKUP_F2_%0
36;label_36_MAIN_F1_%0;36;label_36_LOOKUP_F1_%0;36;label_36_LOOKUP_F2_%0
36;label_36_MAIN_F1_%1;36;label_36_LOOKUP_F1_%0;36;label_36_LOOKUP_F2_%0
36;label_36_MAIN_F1_%2;36;label_36_LOOKUP_F1_%0;36;label_36_LOOKUP_F2_%0
37;label_37_MAIN_F1_%0;37;label_37_LOOKUP_F1_%0;37;label_37_LOOKUP_F2_%0
37;label_37_MAIN_F1_%1;37;label_37_LOOKUP_F1_%0;37;label_37_LOOKUP_F2_%0
37;label_37_MAIN_F1_%2;37;label_37_LOOKUP_F1_%0;37;label_37_LOOKUP_F2_%0
38;label_38_MAIN_F1_%0;38;label_38_LOOKUP_F1_%0;38;label_38_LOOKUP_F2_%0
38;label_38_MAIN_F1_%1;38;label_38_LOOKUP_F1_%0;38;label_38_LOOKUP_F2_%0
38;label_38_MAIN_F1_%2;38;label_38_LOOKUP_F1_%0;38;label_38_LOOKUP_F2_%0
39;label_39_MAIN_F1_%0;39;label_39_LOOKUP_F1_%0;39;label_39_LOOKUP_F2_%0
39;label_39_MAIN_F1_%1;39;label_39_LOOKUP_F1_%0;39;label_39_LOOKUP_F2_%0
39;label_39_MAIN_F1_%2;39;label_39_LOOKUP_F1_%0;39;label_39_LOOKUP_F2_%0
40;label_40_MAIN_F1_%0;40;label_40_LOOKUP_F1_%0;40;label_40_LOOKUP_F2_%0
40;label_40_MAIN_F1_%1;40;label_40_LOOKUP_F1_%0;40;label_40_LOOKUP_F2_%0
40;label_40_MAIN_F1_%2;40;label_40_LOOKUP_F1_%0;40;label_40_LOOKUP_F2_%0
41;label_41_MAIN_F1_%0;41;label_41_LOOKUP_F1_%0;41;label_41_LOOKUP_F2_%0
41;label_41_MAIN_F1_%1;41;label_41_LOOKUP_F1_%0;41;label_41_LOOKUP_F2_%0
41;label_41_MAIN_F1_%2;41;label_41_LOOKUP_F1_%0;41;label_41_LOOKUP_F2_%0
42;label_42_MAIN_F1_%0;42;label_42_LOOKUP_F1_%0;42;label_42_LOOKUP_F2_%0
42;label_42_MAIN_F1_%1;42;label_42_LOOKUP_F1_%0;42;label_42_LOOKUP_F2_%0
42;label_42_MAIN_F1_%2;42;label_42_LOOKUP_F1_%0;42;label_42_LOOKUP_F2_%0
43;label_43_MAIN_F1_%0;43;label_43_LOOKUP_F1_%0;43;label_43_LOOKUP_F2_%0
43;label_43_MAIN_F1_%1;43;label_43_LOOKUP_F1_%0;43;label_43_LOOKUP_F2_%0
43;label_43_MAIN_F1_%2;43;label_43_LOOKUP_F1_%0;43;label_43_LOOKUP_F2_%0
44;label_44_MAIN_F1_%0;44;label_44_LOOKUP_F1_%0;44;label_44_LOOKUP_F2_%0
44;label_44_MAIN_F1_%1;44;label_44_LOOKUP_F1_%0;44;label_44_LOOKUP_F2_%0
44;label_44_MAIN_F1_%2;44;label_44_LOOKUP_F1_%0;44;label_44_LOOKUP_F2_%0
45;label_45_MAIN_F1_%0;45;label_45_LOOKUP_F1_%0;45;label_45_LOOKUP_F2_%0
45;label_45_MAIN_F1_%1;45;label_45_LOOKUP_F1_%0;45;label_45_LOOKUP_F2_%0
45;label_45_MAIN_F1_%2;45;label_45_LOOKUP_F1_%0;45;label_45_LOOKUP_F2_%0
46;label_46_MAIN_F1_%0;46;label_46_LOOKUP_F1_%0;46;label_46_LOOKUP_F2_%0
46;label_46_MAIN_F1_%1;46;label_46_LOOKUP_F1_%0;46;label_46_LOOKUP_F2_%0
46;label_46_MAIN_F1_%2;46;label_46_LOOKUP_F1_%0;46;label_46_LOOKUP_F2_%0
47;label_47_MAIN_F1_%0;47;label_47_LOOKUP_F1_%0;47;label_47_LOOKUP_F2_%0
47;label_47_MAIN_F1_%1;47;label_47_LOOKUP_F1_%0;47;label_47_LOOKUP_F2_%0
47;label_47_MAIN_F1_%2;47;label_47_LOOKUP_F1_%0;47;label_47_LOOKUP_F2_%0
48;label_48_MAIN_F1_%0;48;label_48_LOOKUP_F1_%0;48;label_48_LOOKUP_F2_%0
48;label_48_MAIN_F1_%1;48;label_48_LOOKUP_F1_%0;48;label_48_LOOKUP_F2_%0
48;label_48_MAIN_F1_%2;48;label_48_LOOKUP_F1_%0;48;label_48_LOOKUP_F2_%0
49;label_49_MAIN_F1_%0;49;label_49_LOOKUP_F1_%0;49;label_49_LOOKUP_F2_%0
49;label_49_MAIN_F1_%1;49;label_49_LOOKUP_F1_%0;49;label_49_LOOKUP_F2_%0
49;label_49_MAIN_F1_%2;49;label_49_LOOKUP_F1_%0;49;label_49_LOOKUP_F2_%0
50;label_50_MAIN_F1_%0;50;label_50_LOOKUP_F1_%0;50;label_50_LOOKUP_F2_%0
50;label_50_MAIN_F1_%1;50;label_50_LOOKUP_F1_%0;50;label_50_LOOKUP_F2_%0
50;label_50_MAIN_F1_%2;50;label_50_LOOKUP_F1_%0;50;label_50_LOOKUP_F2_%0
51;label_51_MAIN_F1_%0;51;label_51_LOOKUP_F1_%0;51;label_51_LOOKUP_F2_%0
51;label_51_MAIN_F1_%1;51;label_51_LOOKUP_F1_%0;51;label_51_LOOKUP_F2_%0
51;label_51_MAIN_F1_%2;51;label_51_LOOKUP_F1_%0;51;label_51_LOOKUP_F2_%0
52;label_52_MAIN_F1_%0;52;label_52_LOOKUP_F1_%0;52;label_52_LOOKUP_F2_%0
52;label_52_MAIN_F1_%1;52;label_52_LOOKUP_F1_%0;52;label_52_LOOKUP_F2_%0
52;label_52_MAIN_F1_%2;52;label_52_LOOKUP_F1_%0;52;label_52_LOOKUP_F2_%0
53;label_53_MAIN_F1_%0;53;label_53_LOOKUP_F1_%0;53;label_53_LOOKUP_F2_%0
53;label_53_MAIN_F1_%1;53;label_53_LOOKUP_F1_%0;53;label_53_LOOKUP_F2_%0
53;label_53_MAIN_F1_%2;53;label_53_LOOKUP_F1_%0;53;label_53_LOOKUP_F2_%0
54;label_54_MAIN_F1_%0;54;label_54_LOOKUP_F1_%0;54;label_54_LOOKUP_F2_%0
54;label_54_MAIN_F1_%1;54;label_54_LOOKUP_F1_%0;54;label_54_LOOKUP_F2_%0
54;label_54_MAIN_F1_%2;54;label_54_LOOKUP_F1_%0;54;label_54_LOOKUP_F2_%0
55;label_55_MAIN_F1_%0;55;label_55_LOOKUP_F1_%0;55;label_55_LOOKUP_F2_%0
55;label_55_MAIN_F1_%1;55;label_55_LOOKUP_F1_%0;55;label_55_LOOKUP_F2_%0
55;label_55_MAIN_F1_%2;55;label_55_LOOKUP_F1_%0;55;label_55_LOOKUP_F2_%0
56;label_56_MAIN_F1_%0;56;label_56_LOOKUP_F1_%0;56;label_56_LOOKUP_F2_%0
56;label_56_MAIN_F1_%1;56;label_56_LOOKUP_F1_%0;56;label_56_LOOKUP_F2_%0
56;label_56_MAIN_F1_%2;56;label_56_LOOKUP_F1_%0;56;label_56_LOOKUP_F2_%0
57;label_57_MAIN_F1_%0;57;label_57_LOOKUP_F1_%0;57;label_57_LOOKUP_F2_%0
57;label_57_MAIN_F1_%1;57;label_57_LOOKUP_F1_%0;57;label_57_LOOKUP_F2_%0
57;label_57_MAIN_F1_%2;57;label_57_LOOKUP_F1_%0;57;label_57_LOOKUP_F2_%0
58;label_58_MAIN_F1_%0;58;label_58_LOOKUP_F1_%0;58;label_58_LOOKUP_F2_%0
58;label_58_MAIN_F1_%1;58;label_58_LOOKUP_F1_%0;58;label_58_LOOKUP_F2_%0
58;label_58_MAIN_F1_%2;58;label_58_LOOKUP_F1_%0;58;label_58_LOOKUP_F2_%0
59;label_59_MAIN_F1_%0;59;label_59_LOOKUP_F1_%0;59;label_59_LOOKUP_F2_%0
59;label_59_MAIN_F1_%1;59;label_59_LOOKUP_F1_%0;59;label_59_LOOKUP_F2_%0
59;label_59_MAIN_F1_%2;59;label_59_LOOKUP_F1_%0;59;label_59_LOOKUP_F2_%0
60;label_60_MAIN_F1_%0;60;label_60_LOOKUP_F1_%0;60;label_60_LOOKUP_F2_%0
60;label_60_MAIN_F1_%1;60;label_60_LOOKUP_F1_%0;60;label_60_LOOKUP_F2_%0
60;label_60_MAIN_F1_%2;60;label_60_LOOKUP_F1_%0;60;label_60_LOOKUP_F2_%0
61;label_61_MAIN_F1_%0;61;label_61_LOOKUP_F1_%0;61;label_61_LOOKUP_F2_%0
61;label_61_MAIN_F1_%1;61;label_61_LOOKUP_F1_%0;61;label_61_LOOKUP_F2_%0
61;label_61_MAIN_F1_%2;61;label_61_LOOKUP_F1_%0;61;label_61_LOOKUP_F2_%0
62;label_62_MAIN_F1_%0;62;label_62_LOOKUP_F1_%0;62;label_62_LOOKUP_F2_%0
62;label_62_MAIN_F1_%1;62;label_62_LOOKUP_F1_%0;62;label_62_LOOKUP_F2_%0
62;label_62_MAIN_F1_%2;62;label_62_LOOKUP_F1_%0;62;label_62_LOOKUP_F2_%0
63;label_63_MAIN_F1_%0;63;label_63_LOOKUP_F1_%0;63;label_63_LOOKUP_F2_%0
63;label_63_MAIN_F1_%1;63;label_63_LOOKUP_F1_%0;63;label_63_LOOKUP_F2_%0
63;label_63_MAIN_F1_%2;63;label_63_LOOKUP_F1_%0;63;label_63_LOOKUP_F2_%0
64;label_64_MAIN_F1_%0;64;label_64_LOOKUP_F1_%0;64;label_64_LOOKUP_F2_%0
64;label_64_MAIN_F1_%1;64;label_64_LOOKUP_F1_%0;64;label_64_LOOKUP_F2_%0
64;label_64_MAIN_F1_%2;64;label_64_LOOKUP_F1_%0;64;label_64_LOOKUP_F2_%0
65;label_65_MAIN_F1_%0;65;label_65_LOOKUP_F1_%0;65;label_65_LOOKUP_F2_%0
65;label_65_MAIN_F1_%1;65;label_65_LOOKUP_F1_%0;65;label_65_LOOKUP_F2_%0
65;label_65_MAIN_F1_%2;65;label_65_LOOKUP_F1_%0;65;label_65_LOOKUP_F2_%0
66;label_66_MAIN_F1_%0;66;label_66_LOOKUP_F1_%0;66;label_66_LOOKUP_F2_%0
66;label_66_MAIN_F1_%1;66;label_66_LOOKUP_F1_%0;66;label_66_LOOKUP_F2_%0
66;label_66_MAIN_F1_%2;66;label_66_LOOKUP_F1_%0;66;label_66_LOOKUP_F2_%0
67;label_67_MAIN_F1_%0;67;label_67_LOOKUP_F1_%0;67;label_67_LOOKUP_F2_%0
67;label_67_MAIN_F1_%1;67;label_67_LOOKUP_F1_%0;67;label_67_LOOKUP_F2_%0
67;label_67_MAIN_F1_%2;67;label_67_LOOKUP_F1_%0;67;label_67_LOOKUP_F2_%0
68;label_68_MAIN_F1_%0;68;label_68_LOOKUP_F1_%0;68;label_68_LOOKUP_F2_%0
68;label_68_MAIN_F1_%1;68;label_68_LOOKUP_F1_%0;68;label_68_LOOKUP_F2_%0
68;label_68_MAIN_F1_%2;68;label_68_LOOKUP_F1_%0;68;label_68_LOOKUP_F2_%0
69;label_69_MAIN_F1_%0;69;label_69_LOOKUP_F1_%0;69;label_69_LOOKUP_F2_%0
69;label_69_MAIN_F1_%1;69;label_69_LOOKUP_F1_%0;69;label_69_LOOKUP_F2_%0
69;label_69_MAIN_F1_%2;69;label_69_LOOKUP_F1_%0;69;label_69_LOOKUP_F2_%0
70;label_70_MAIN_F1_%0;70;label_70_LOOKUP_F1_%0;70;label_70_LOOKUP_F2_%0
70;label_70_MAIN_F1_%1;70;label_70_LOOKUP_F1_%0;70;label_70_LOOKUP_F2_%0
70;label_70_MAIN_F1_%2;70;label_70_LOOKUP_F1_%0;70;label_70_LOOKUP_F2_%0
71;label_71_MAIN_F1_%0;71;label_71_LOOKUP_F1_%0;71;label_71_LOOKUP_F2_%0
71;label_71_MAIN_F1_%1;71;label_71_LOOKUP_F1_%0;71;label_71_LOOKUP_F2_%0
71;label_71_MAIN_F1_%2;71;label_71_LOOKUP_F1_%0;71;label_71_LOOKUP_F2_%0
72;label_72_MAIN_F1_%0;72;label_72_LOOKUP_F1_%0;72;label_72_LOOKUP_F2_%0
72;label_72_MAIN_F1_%1;72;label_72_LOOKUP_F1_%0;72;label_72_LOOKUP_F2_%0
72;label_72_MAIN_F1_%2;72;label_72_LOOKUP_F1_%0;72;label_72_LOOKUP_F2_%0
73;label_73_MAIN_F1_%0;73;label_73_LOOKUP_F1_%0;73;label_73_LOOKUP_F2_%0
73;label_73_MAIN_F1_%1;73;label_73_LOOKUP_F1_%0;73;label_73_LOOKUP_F2_%0
73;label_73_MAIN_F1_%2;73;label_73_LOOKUP_F1_%0;73;label_73_LOOKUP_F2_%0
74;label_74_MAIN_F1_%0;74;label_74_LOOKUP_F1_%0;74;label_74_LOOKUP_F2_%0
74;label_74_MAIN_F1_%1;74;label_74_LOOKUP_F1_%0;74;label_74_LOOKUP_F2_%0
74;label_74_MAIN_F1_%2;74;label_74_LOOKUP_F1_%0;74;label_74_LOOKUP_F2_%0
75;label_75_MAIN_F1_%0;75;label_75_LOOKUP_F1_%0;75;label_75_LOOKUP_F2_%0
75;label_75_MAIN_F1_%1;75;label_75_LOOKUP_F1_%0;75;label_75_LOOKUP_F2_%0
75;label_75_MAIN_F1_%2;75;label_75_LOOKUP_F1_%0;75;label_75_LOOKUP_F2_%0
76;label_76_MAIN_F1_%0;76;label_76_LOOKUP_F1_%0;76;label_76_LOOKUP_F2_%0
76;label_76_MAIN_F1_%1;76;label_76_LOOKUP_F1_%0;76;label_76_LOOKUP_F2_%0
76;label_76_MAIN_F1_%2;76;label_76_LOOKUP_F1_%0;76;label_76_LOOKUP_F2_%0
77;label_77_MAIN_F1_%0;77;label_77_LOOKUP_F1_%0;77;label_77_LOOKUP_F2_%0
77;label_77_MAIN_F1_%1;77;label_77_LOOKUP_F1_%0;77;label_77_LOOKUP_F2_%0
77;label_77_MAIN_F1_%2;77;label_77_LOOKUP_F1_%0;77;label_77_LOOKUP_F2_%0
78;label_78_MAIN_F1_%0;78;label_78_LOOKUP_F1_%0;78;label_78_LOOKUP_F2_%0
78;label_78_MAIN_F1_%1;78;label_78_LOOKUP_F1_%0;78;label_78_LOOKUP_F2_%0
78;label_78_MAIN_F1_%2;78;label_78_LOOKUP_F1_%0;78;label_78_LOOKUP_F2_%0
79;label_79_MAIN_F1_%0;79;label_79_LOOKUP_F1_%0;79;label_79_LOOKUP_F2_%0
79;label_79_MAIN_F1_%1;79;label_79_LOOKUP_F1_%0;79;label_79_LOOKUP_F2_%0
79;label_79_MAIN_F1_%2;79;label_79_LOOKUP_F1_%0;79;label_79_LOOKUP_F2_%0
80;label_80_MAIN_F1_%0;80;label_80_LOOKUP_F1_%0;80;label_80_LOOKUP_F2_%0
80;label_80_MAIN_F1_%1;80;label_80_LOOKUP_F1_%0;80;label_80_LOOKUP_F2_%0
80;label_80_MAIN_F1_%2;80;label_80_LOOKUP_F1_%0;80;label_80_LOOKUP_F2_%0
81;label_81_MAIN_F1_%0;81;label_81_LOOKUP_F1_%0;81;label_81_LOOKUP_F2_%0
81;label_81_MAIN_F1_%1;81;label_81_LOOKUP_F1_%0;81;label_81_LOOKUP_F2_%0
81;label_81_MAIN_F1_%2;81;label_81_LOOKUP_F1_%0;81;label_81_LOOKUP_F2_%0
82;label_82_MAIN_F1_%0;82;label_82_LOOKUP_F1_%0;82;label_82_LOOKUP_F2_%0
82;label_82_MAIN_F1_%1;82;label_82_LOOKUP_F1_%0;82;label_82_LOOKUP_F2_%0
82;label_82_MAIN_F1_%2;82;label_82_LOOKUP_F1_%0;82;label_82_LOOKUP_F2_%0
83;label_83_MAIN_F1_%0;83;label_83_LOOKUP_F1_%0;83;label_83_LOOKUP_F2_%0
83;label_83_MAIN_F1_%1;83;label_83_LOOKUP_F1_%0;83;label_83_LOOKUP_F2_%0
83;label_83_MAIN_F1_%2;83;label_83_LOOKUP_F1_%0;83;label_83_LOOKUP_F2_%0
84;label_84_MAIN_F1_%0;84;label_84_LOOKUP_F1_%0;84;label_84_LOOKUP_F2_%0
84;label_84_MAIN_F1_%1;84;label_84_LOOKUP_F1_%0;84;label_84_LOOKUP_F2_%0
